Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.8639744458, 2.27811255845;"{""type"": ""Point"", ""coordinates"": [2.278112558447475, 48.86397444578292, 0.0]}";341.0;44461.0;21908.0;751.0;Rue de la Pompe (Av. G. Mandel);RUE DE LA POMPE (AVENUE GEORGES MANDEL);Rue de la Pompe;2252.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109041;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;647040.651;6862902.376
48.8714977394, 2.34315477308;"{""type"": ""Point"", ""coordinates"": [2.343154773075233, 48.87149773935003, 0.0]}";343.0;43310.0;22197.0;754.0;Grands Boulevards (Rue Montmartre);GRANDS BOULEVARDS (RUE MONTMARTRE);Grands Boulevards;2212.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108045;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;651819.143;6863697.25
48.8329008165, 2.33713519061;"{""type"": ""Point"", ""coordinates"": [2.337135190607983, 48.832900816544466, 0.0]}";354.0;45315.0;22160.0;768.0;Saint-Jacques;SAINT-JACQUES;Saint-Jacques;2135.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106055;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;651341.578;6859409.323
48.8415055224, 2.30794867934;"{""type"": ""Point"", ""coordinates"": [2.307948679336751, 48.84150552236795, 0.0]}";359.0;45060.0;22048.0;919.0;Volontaires;VOLONTAIRES;Volontaires;2321.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112041;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;649207.545;6860384.451
48.8574537227, 2.38071878586;"{""type"": ""Point"", ""coordinates"": [2.38071878585627, 48.85745372268132, 0.0]}";360.0;45065.0;21916.0;920.0;Voltaire (Léon Blum);VOLTAIRE (LEON BLUM);Voltaire;2235.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109075;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;654562.23;6862113.397
48.8422184136, 2.32900892624;"{""type"": ""Point"", ""coordinates"": [2.329008926235403, 48.84221841361352, 0.0]}";366.0;44997.0;22135.0;879.0;Vavin;VAVIN;Vavin;2095.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104069;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650753.877;6860450.376
48.9307570033, 2.28417444828;"{""type"": ""Point"", ""coordinates"": [2.284174448283296, 48.93075700333628, 0.0]}";369.0;42231.0;22233.0;1008.0;Les Courtilles-Asnières-Gennevilliers;LES COURTILLES-ASNIERES-GENNEVILLIERS;Asnières Gennevilliers Les Courtilles;4131.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M13;0;0;0;A01546;;13;5.0;13-113079;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;1.0;647552.673;6870324.185
48.8046881209, 2.3639531966;"{""type"": ""Point"", ""coordinates"": [2.363953196602166, 48.804688120911365, 0.0]}";376.0;47826.0;22399.0;896.0;Villejuif-Léo Lagrange;VILLEJUIF-LEO LAGRANGE;Villejuif-Léo Lagrange;2158.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107097;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;653284.875;6856256.228
48.8811500285, 2.31517662622;"{""type"": ""Point"", ""coordinates"": [2.315176626220464, 48.881150028474686, 0.0]}";380.0;45056.0;22027.0;908.0;Villiers;VILLIERS;Villiers;2057.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103067;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;649776.251;6864787.951
48.7687151253, 2.46456499321;"{""type"": ""Point"", ""coordinates"": [2.464564993211323, 48.768715125271434, 0.0]}";381.0;44453.0;21784.0;1072.0;Créteil-Pointe du Lac;CRETEIL-POINTE DU LAC;Créteil-Pointe du Lac;2189.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M8;0;0;0;A01541;;8;15.0;8-108092;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;660647.169;6852201.736
48.9063747703, 2.44918990449;"{""type"": ""Point"", ""coordinates"": [2.449189904488852, 48.90637477027001, 0.0]}";15.0;42345.0;22015.0;79.0;Bobigny-Pablo Picasso;BOBIGNY-PABLO PICASSO;Bobigny-Pablo Picasso;2122.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M5;0;0;0;A01538;;5;11.0;5-105037;5;METRO;M5;3.0;110.0;RATP;899905.0;1.0;0.0;659623.938;6867515.944
48.8563773572, 2.39456194456;"{""type"": ""Point"", ""coordinates"": [2.394561944560314, 48.85637735718154, 0.0]}";20.0;45196.0;22122.0;11.0;Alexandre Dumas;ALEXANDRE DUMAS;Alexandre Dumas;2027.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102037;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;655576.989;6861985.838
48.8470195819, 2.29542047803;"{""type"": ""Point"", ""coordinates"": [2.295420478027581, 48.84701958188098, 0.0]}";29.0;42265.0;21987.0;43.0;Avenue Émile Zola;AVENUE EMILE ZOLA;Avenue Émile Zola;2273.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110045;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;648293.544;6861005.688
48.8907889695, 2.3773157556;"{""type"": ""Point"", ""coordinates"": [2.377315755595574, 48.89078896952844, 0.0]}";50.0;42780.0;22392.0;227.0;Crimée;CRIMEE;Crimée;2183.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107035;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;654341.779;6865822.018
48.8334508582, 2.33174013099;"{""type"": ""Point"", ""coordinates"": [2.331740130985349, 48.833450858213496, 0.0]}";56.0;42835.0;22151.0;236.0;Denfert-Rochereau;DENFERT-ROCHEREAU;Denfert-Rochereau;2097.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-297;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650946.074;6859473.819
48.8470525545, 2.31642435206;"{""type"": ""Point"", ""coordinates"": [2.316424352062689, 48.84705255452885, 0.0]}";61.0;42874.0;22229.0;247.0;Duroc;DUROC;Duroc;2335.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114049;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649834.932;6860995.805
48.8546821569, 2.3060974037;"{""type"": ""Point"", ""coordinates"": [2.306097403704285, 48.85468215688774, 0.0]}";62.0;42885.0;22191.0;248.0;École Militaire;ECOLE MILITAIRE;École Militaire;2219.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108031;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;649084.551;6861850.752
48.8406632293, 2.32638461079;"{""type"": ""Point"", ""coordinates"": [2.326384610792847, 48.840663229299565, 0.0]}";64.0;45313.0;22172.0;250.0;Edgar Quinet;EDGAR QUINET;Edgar Quinet;2138.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106061;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;650559.8;6860279.096
48.8471500557, 2.26913587273;"{""type"": ""Point"", ""coordinates"": [2.269135872730268, 48.84715005570977, 0.0]}";65.0;42947.0;21971.0;251.0;Église d'Auteuil;EGLISE D'AUTEUIL;Église d'Auteuil;2265.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110029;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;646364.804;6861037.728
48.8905871866, 2.32017475579;"{""type"": ""Point"", ""coordinates"": [2.320174755787804, 48.89058718660406, 0.0]}";67.0;45487.0;22231.0;113.0;Brochant;BROCHANT;Brochant;2345.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113069;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;650151.831;6865834.137
48.8785141131, 2.38161451194;"{""type"": ""Point"", ""coordinates"": [2.381614511939643, 48.87851411312453, 0.0]}";68.0;45609.0;24683.0;120.0;Buttes-Chaumont;BUTTES-CHAUMONT;Buttes-Chaumont;2363.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-117035;7b;METRO;M7b;3.0;110.0;RATP;0.0;1.0;0.0;654646.289;6864454.645
48.8354953554, 2.3588234891;"{""type"": ""Point"", ""coordinates"": [2.358823489097101, 48.83549535538261, 0.0]}";72.0;42426.0;22009.0;124.0;Campo Formio;CAMPO-FORMIO;Campo-Formio;2102.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105079;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;652935.942;6859684.661
48.8452047036, 2.26644154308;"{""type"": ""Point"", ""coordinates"": [2.266441543081952, 48.84520470358954, 0.0]}";78.0;42543.0;21985.0;149.0;Chardon Lagache;CHARDON-LAGACHE;Chardon-Lagache;2269.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110037;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;646165.074;6860823.259
48.8724249145, 2.35604490767;"{""type"": ""Point"", ""coordinates"": [2.356044907672176, 48.872424914488995, 0.0]}";86.0;42579.0;22153.0;159.0;Château d'Eau;CHATEAU D'EAU;Château d'Eau;2082.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104043;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652765.479;6863792.558
48.8785656258, 2.36216007192;"{""type"": ""Point"", ""coordinates"": [2.362160071922951, 48.878565625799595, 0.0]}";87.0;42583.0;22367.0;161.0;Château-Landon;CHATEAU-LANDON;Château-Landon;2179.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107043;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;653219.536;6864471.723
48.8587991981, 2.34730585275;"{""type"": ""Point"", ""coordinates"": [2.347305852747763, 48.85879919807379, 0.0]}";89.0;42587.0;22087.0;166.0;Châtelet;CHATELET;Châtelet;2014.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-111057;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;652111.954;6862282.748
48.8570599663, 2.34771187993;"{""type"": ""Point"", ""coordinates"": [2.347711879934219, 48.85705996628978, 0.0]}";93.0;42587.0;22364.0;169.0;Châtelet;CHATELET;Châtelet;2169.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-111057;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652140.146;6862089.115
48.8729376577, 2.33347913185;"{""type"": ""Point"", ""coordinates"": [2.333479131845597, 48.872937657673795, 0.0]}";96.0;42589.0;21932.0;174.0;Chaussée d'Antin (La Fayette);CHAUSSEE D'ANTIN (LA FAYETTE);Chaussée d'Antin-La Fayette;2243.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109059;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;651110.785;6863863.306
48.8510502823, 2.34427334542;"{""type"": ""Point"", ""coordinates"": [2.344273345421351, 48.851050282314304, 0.0]}";100.0;42674.0;21983.0;192.0;Cluny-la Sorbonne;CLUNY-LA-SORBONNE;Cluny La Sorbonne;2281.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110060;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;651882.31;6861422.982
48.8750063981, 2.32457481029;"{""type"": ""Point"", ""coordinates"": [2.324574810293918, 48.87500639805501, 0.0]}";110.0;58566.0;21963.0;771.0;Saint-Lazare;SAINT-LAZARE;Saint-Lazare;2059.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-329;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;1.0;650459.637;6864098.885
48.831129548, 2.34351165775;"{""type"": ""Point"", ""coordinates"": [2.343511657749776, 48.831129548026645, 0.0]}";113.0;45276.0;22173.0;331.0;Glacière;GLACIERE;Glacière;2134.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106053;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;651808.002;6859208.467
48.8686998474, 2.30950515734;"{""type"": ""Point"", ""coordinates"": [2.309505157337887, 48.86869984735294, 0.0]}";117.0;43026.0;21931.0;294.0;Franklin D.Roosevelt;FRANKLIN-D.ROOSEVELT;Franklin-D.Roosevelt;2248.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109049;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;649348.22;6863407.205
48.9163823099, 2.2946851117;"{""type"": ""Point"", ""coordinates"": [2.294685111702555, 48.9163823099221, 0.0]}";118.0;43042.0;22234.0;297.0;Gabriel Péri-Asnières-Gennevilliers;GABRIEL PERI-ASNIERES-GENNEVILLIERS;Gabriel Péri;2348.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113075;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;648308.473;6868718.827
48.8735133896, 2.32754308036;"{""type"": ""Point"", ""coordinates"": [2.32754308036367, 48.8735133895878, 0.0]}";124.0;58718.0;21906.0;344.0;Havre-Caumartin;HAVRE-CAUMARTIN;Havre-Caumartin;2060.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103061;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;650675.932;6863931.015
48.8886312178, 2.24793243532;"{""type"": ""Point"", ""coordinates"": [2.247932435324862, 48.88863121777118, 0.0]}";129.0;42962.0;22102.0;269.0;Esplanade de la Défense;ESPLANADE DE LA DEFENSE;Esplanade de la Défense;2001.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101079;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;644852.745;6865664.675
48.8787703685, 2.32226521312;"{""type"": ""Point"", ""coordinates"": [2.322265213118896, 48.87877036848683, 0.0]}";131.0;42972.0;22032.0;275.0;Europe;EUROPE;Europe;2058.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103065;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;650293.832;6864518.863
48.8501778619, 2.38409221007;"{""type"": ""Point"", ""coordinates"": [2.384092210066296, 48.850177861900356, 0.0]}";133.0;42980.0;22204.0;279.0;Faidherbe Chaligny;FAIDHERBE-CHALIGNY;Faidherbe-Chaligny;2203.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108063;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;654803.429;6861302.449
48.8798501425, 2.35745934659;"{""type"": ""Point"", ""coordinates"": [2.357459346588717, 48.87985014251205, 0.0]}";144.0;43233.0;22007.0;319.0;Gare du Nord;GARE DU NORD;Gare du Nord;2113.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-384;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;1.0;652875.945;6864617.348
48.8623253291, 2.31513843219;"{""type"": ""Point"", ""coordinates"": [2.315138432191171, 48.86232532909372, 0.0]}";149.0;43407.0;22193.0;363.0;Invalides;INVALIDES;Invalides;2217.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-312;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;649755.295;6862694.812
48.8831474514, 2.37100144075;"{""type"": ""Point"", ""coordinates"": [2.371001440751848, 48.883147451389796, 0.0]}";153.0;43425.0;21952.0;374.0;Jaurès;JAURES;Jaurès;2115.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-117039;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;653872.024;6864975.992
48.8824652456, 2.37015796174;"{""type"": ""Point"", ""coordinates"": [2.370157961739611, 48.882465245572064, 0.0]}";154.0;43425.0;24680.0;375.0;Jaurès;JAURES;Jaurès;2365.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-117039;7b;METRO;M7b;3.0;110.0;RATP;0.0;1.0;0.0;653809.564;6864900.628
48.875111817, 2.38941503204;"{""type"": ""Point"", ""coordinates"": [2.389415032035528, 48.87511181695599, 0.0]}";156.0;43483.0;21995.0;379.0;Jourdain;JOURDAIN;Jourdain;2294.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111041;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;655215.459;6864071.879
48.8459506666, 2.35505026306;"{""type"": ""Point"", ""coordinates"": [2.35505026306104, 48.845950666642075, 0.0]}";159.0;43493.0;22386.0;384.0;Jussieu;JUSSIEU;Jussieu;2166.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-110065;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652668.478;6860849.44
48.8437813048, 2.3243970124;"{""type"": ""Point"", ""coordinates"": [2.324397012397453, 48.84378130483655, 0.0]}";163.0;43238.0;22143.0;564.0;Montparnasse-Bienvenüe;MONTPARNASSE;Montparnasse Bienvenüe;2094.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-285;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;1.0;650416.89;6860627.04
48.8421022072, 2.32127856274;"{""type"": ""Point"", ""coordinates"": [2.321278562744627, 48.84210220720859, 0.0]}";164.0;43238.0;22156.0;565.0;Montparnasse-Bienvenüe;MONTPARNASSE;Montparnasse Bienvenüe;2139.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-285;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;1.0;650186.425;6860442.304
48.8828919175, 2.30905226455;"{""type"": ""Point"", ""coordinates"": [2.309052264550479, 48.88289191745413, 0.0]}";168.0;59370.0;22031.0;506.0;Malesherbes;MALESHERBES;Malesherbes;2056.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103069;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;649328.807;6864985.55
48.8914650003, 2.34981545185;"{""type"": ""Point"", ""coordinates"": [2.349815451854587, 48.891465000325276, 0.0]}";170.0;44075.0;22052.0;510.0;Marcadet-Poissonniers;MARCADET-POISSONNIERS;Marcadet-Poissonniers;2301.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112081;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;652325.988;6865913.441
48.8904854538, 2.35999576641;"{""type"": ""Point"", ""coordinates"": [2.359995766405675, 48.89048545384733, 0.0]}";173.0;44113.0;22053.0;519.0;Marx Dormoy;MARX DORMOY;Marx Dormoy;2300.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112083;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;653071.548;6865798.422
48.8450581723, 2.26174512496;"{""type"": ""Point"", ""coordinates"": [2.261745124963672, 48.845058172313735, 0.0]}";179.0;44139.0;21923.0;545.0;Michel Ange-Molitor;MICHEL-ANGE-MOLITOR;Michel-Ange-Molitor;2257.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-110035;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;645820.267;6860810.179
48.8737095277, 2.31460632162;"{""type"": ""Point"", ""coordinates"": [2.314606321619312, 48.87370952773764, 0.0]}";183.0;43511.0;21924.0;549.0;Miromesnil;MIROMESNIL;Miromesnil;2246.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-114059;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;649727.246;6863960.983
48.8487416657, 2.29893091175;"{""type"": ""Point"", ""coordinates"": [2.298930911748061, 48.84874166571782, 0.0]}";189.0;43566.0;22162.0;421.0;La Motte Picquet-Grenelle;LA MOTTE-PICQUET-GRENELLE;La Motte Picquet Grenelle;2143.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106071;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;648552.855;6861194.873
48.8101299573, 2.36226338713;"{""type"": ""Point"", ""coordinates"": [2.362263387127349, 48.81012995727393, 0.0]}";195.0;43643.0;22398.0;442.0;Le Kremlin-Bicêtre;LE KREMLIN-BICETRE;Le Kremlin-Bicêtre;2159.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107095;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;653165.655;6856862.288
48.8512711264, 2.37611877334;"{""type"": ""Point"", ""coordinates"": [2.376118773339345, 48.851271126365226, 0.0]}";197.0;43674.0;22203.0;441.0;Ledru Rollin;LEDRU-ROLLIN;Ledru-Rollin;2204.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108061;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;654219.294;6861428.603
48.8811915206, 2.27168672105;"{""type"": ""Point"", ""coordinates"": [2.271686721050983, 48.88119152058607, 0.0]}";200.0;43785.0;22100.0;463.0;Les Sablons (Jardin d'acclimatation);LES SABLONS (JARDIN D'ACCLIMATATION);Les Sablons;2003.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101075;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;646586.908;6864821.104
48.8260549965, 2.40674222593;"{""type"": ""Point"", ""coordinates"": [2.406742225927992, 48.82605499654801, 0.0]}";201.0;43811.0;22209.0;466.0;Liberté;LIBERTE;Liberté;2196.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108077;8;METRO;M8;3.0;110.0;RATP;899939.0;1.0;0.0;656445.349;6858607.501
48.8608062913, 2.34110859163;"{""type"": ""Point"", ""coordinates"": [2.341108591634067, 48.8608062912721, 0.0]}";207.0;44645.0;22081.0;481.0;Louvre-Rivoli;LOUVRE-RIVOLI;Louvre-Rivoli;2013.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101055;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;651659.135;6862509.696
48.8700997328, 2.32516410954;"{""type"": ""Point"", ""coordinates"": [2.325164109535879, 48.87009973284847, 0.0]}";209.0;43898.0;21965.0;487.0;Madeleine;MADELEINE;Madeleine;2310.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-108039;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;650498.197;6863552.93
48.8871348691, 2.38696001714;"{""type"": ""Point"", ""coordinates"": [2.386960017135177, 48.887134869076554, 0.0]}";221.0;44227.0;22005.0;614.0;Ourcq;OURCQ;Ourcq;2117.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105049;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;655045.774;6865410.167
48.848474286, 2.39506230543;"{""type"": ""Point"", ""coordinates"": [2.39506230542588, 48.84847428597437, 0.0]}";234.0;44191.0;22072.0;584.0;Nation;NATION;Nation;2025.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M2;0;0;0;A01535;;2;7.0;2-339;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;655606.969;6861106.803
48.8825193856, 2.33708168251;"{""type"": ""Point"", ""coordinates"": [2.337081682514974, 48.882519385636314, 0.0]}";242.0;44345.0;22040.0;646.0;Pigalle;PIGALLE;Pigalle;2305.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112073;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;651383.97;6864926.505
48.8769498481, 2.39298396482;"{""type"": ""Point"", ""coordinates"": [2.392983964817394, 48.876949848110215, 0.0]}";247.0;44396.0;24682.0;651.0;Place des Fêtes;PLACE DES FETES;Place des Fêtes;2367.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-111039;7b;METRO;M7b;3.0;110.0;RATP;0.0;1.0;0.0;655478.795;6864274.238
48.8428668307, 2.35222472818;"{""type"": ""Point"", ""coordinates"": [2.352224728183084, 48.84286683068266, 0.0]}";251.0;44435.0;22366.0;655.0;Place Monge (Jardin des Plantes);PLACE MONGE (JARDIN DES PLANTES);Place Monge;2165.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107071;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652458.31;6860508.245
